ID,CITY,ADDRESS,BEDS,BATHS,HALF_BATH,SQ_FT,STYLE,FLOORS,RECENT_PRICE,LAT,LONG,NEIGHBORHOOD
243,Kochi,5026 Park Blvd,1,1,0,1120,Contemporary,1,168807,9.797912946805836,78.25104290968726,Residential Area
244,Madurai,6116 Park Blvd,2,1,1,4859,Ranch,1,813431,8.059391158142315,80.30722845112413,Downtown
245,Erode,8138 3rd Ave,4,1,0,1931,Contemporary,2,727701,11.855561969022723,79.37981395512324,Residential Area
246,Tirunelveli,4973 2nd St,2,3,0,3378,Contemporary,2,831509,8.622983641855772,80.1755734470483,Industrial
247,Vellore,6405 Park Blvd,1,1,1,4842,Traditional,2,689828,12.25084317604935,80.9573625513585,Historic District
248,Dindigul,154 Park Blvd,2,3,0,4167,Ranch,3,906572,10.705273020544638,79.71663338297422,Uptown
249,Kochi,3562 Main St,1,1,0,1617,Ranch,1,220248,12.31353898225013,80.93980126544658,Downtown
250,Karur,932 Main St,3,2,1,811,Ranch,1,402515,11.211595965587577,77.11534530768682,Residential Area
251,Salem,6054 Park Blvd,4,3,1,994,Modern,1,897097,8.45338299610445,78.35255995393523,Industrial
252,Chennai,8619 2nd St,1,3,1,3337,Contemporary,2,260494,12.211087851878506,77.43141305824923,Residential Area
253,Madurai,3410 Main St,2,1,0,3642,Ranch,1,923931,8.383897166921123,78.04921972553775,Uptown
254,Kanyakumari,6822 3rd Ave,4,3,0,3029,Modern,1,759723,10.632859463131327,80.35555159650309,Uptown
255,Nagapattinam,7876 Park Blvd,3,3,0,3809,Traditional,1,694075,8.947920677797299,77.12929306130437,Historic District
256,Vellore,3154 Park Blvd,4,2,1,2877,Ranch,2,433126,12.137843478878366,79.08073174292957,Downtown
257,Sivakasi,8070 Park Blvd,1,2,0,4667,Ranch,1,400768,13.013751752933697,79.26851483012949,Suburb
258,Dindigul,5307 2nd St,3,1,0,1243,Modern,2,696894,11.04769389847051,79.24460458668783,Residential Area
259,Tirunelveli,9603 Park Blvd,2,2,0,1097,Contemporary,1,932920,10.899310118645493,78.90118829529303,Uptown
260,Vellore,2638 Park Blvd,3,1,0,1644,Traditional,1,922783,12.201797579790899,80.16241185907901,Industrial
261,Kochi,4647 Park Blvd,3,1,0,1815,Ranch,1,383867,8.0279334713665,77.5341723580222,Residential Area
262,Tiruchirappalli,8456 2nd St,5,1,0,2184,Contemporary,2,262223,13.047672534493383,78.24230806220315,Historic District
263,Chennai,6712 2nd St,3,3,0,2197,Traditional,2,721224,9.085968494001225,79.46290421378069,Historic District
264,Karur,922 Park Blvd,3,2,1,1353,Victorian,1,767574,13.412653861044305,79.76380546507183,Uptown
265,Chennai,6250 2nd St,4,1,1,3150,Victorian,3,711669,12.049396713782542,78.61659372710822,Uptown
266,Kanyakumari,9066 Main St,2,2,1,2069,Traditional,2,533609,12.258381312353691,80.50148505330893,Uptown
267,Tiruchirappalli,2298 Main St,4,1,0,2060,Modern,2,964506,11.609116392054837,78.66197358678366,Suburb
268,Nagapattinam,4342 Park Blvd,4,2,0,984,Traditional,1,563811,10.594147505318382,78.61110453739333,Uptown
269,Karur,3552 3rd Ave,1,2,1,3210,Traditional,3,718482,11.14395231348641,77.14482904594954,Residential Area
270,Erode,1408 Park Blvd,4,1,0,3009,Modern,1,854737,8.255215873083191,79.20456534477894,Residential Area
271,Coimbatore,4277 2nd St,5,3,1,4472,Modern,2,438997,11.431777301876078,79.83472335404763,Downtown
272,Madurai,6952 Park Blvd,5,2,0,2681,Contemporary,2,485863,11.443539560928757,77.45775265406739,Industrial
273,Chennai,3694 2nd St,1,3,0,1321,Contemporary,1,301733,12.901604385709952,78.22173106435149,Uptown
274,Salem,1509 3rd Ave,2,3,1,2687,Modern,1,673512,10.781109965866207,80.1250278151314,Residential Area
275,Chennai,4666 3rd Ave,2,1,1,3352,Victorian,3,855853,8.424294057473336,78.46367774165431,Residential Area
276,Vellore,4591 Park Blvd,4,1,1,4609,Victorian,3,793012,9.684077562651446,77.96640984816015,Residential Area
277,Chennai,904 2nd St,4,1,1,4955,Traditional,2,387777,11.605961766628745,79.68880265426044,Suburb
278,Dindigul,1379 2nd St,4,2,1,4279,Ranch,3,317567,9.315923745133052,77.78703511068662,Industrial
279,Chennai,7183 3rd Ave,2,1,0,2209,Traditional,3,163703,9.542903020204704,80.58261167833271,Historic District
280,Coimbatore,5719 2nd St,3,1,0,2494,Traditional,2,208453,12.512579589984693,77.42239358410457,Residential Area
281,Coimbatore,1487 Park Blvd,5,2,0,1326,Ranch,2,762766,11.2137585246949,79.8261992091313,Uptown
282,Nagapattinam,2779 3rd Ave,3,2,1,3460,Modern,2,651738,10.796900874754648,78.9981948051455,Residential Area
283,Tirunelveli,8273 3rd Ave,3,1,1,2972,Victorian,2,969593,9.751485817431924,80.47971824958798,Industrial
284,Erode,4323 Park Blvd,2,1,1,1079,Traditional,1,337063,12.020104197631683,77.50478036410495,Historic District
285,Salem,2868 2nd St,3,1,1,3764,Ranch,2,526440,9.582451389695162,79.71157967398435,Suburb
286,Chennai,3286 Main St,1,1,1,4777,Contemporary,2,388411,12.053849347042963,79.28821855672552,Downtown
287,Chennai,2673 Main St,4,3,1,3469,Traditional,2,552932,8.38555814147093,78.92036056896019,Uptown
288,Madurai,2699 2nd St,1,3,0,3693,Victorian,3,969781,12.75497737870146,78.96562905373068,Downtown
289,Karur,8528 Main St,5,1,0,2551,Modern,2,721386,10.74761554856763,79.88790784719413,Suburb
290,Coimbatore,7468 2nd St,4,3,0,4781,Traditional,1,520579,10.411794091844335,80.75096661973929,Industrial
291,Salem,1401 3rd Ave,3,2,0,3161,Traditional,1,201990,11.360628763480584,77.3650066364762,Industrial
292,Nagapattinam,2641 Park Blvd,5,3,0,4931,Ranch,2,481065,11.433056400929487,77.07801059044208,Suburb
293,Kanyakumari,6909 2nd St,4,3,1,2508,Contemporary,1,841898,8.726193472894975,80.22281916992482,Residential Area
294,Tirunelveli,9096 3rd Ave,3,1,1,3486,Contemporary,3,774860,12.159284743989172,77.43267755020304,Suburb
295,Erode,7081 2nd St,1,3,1,3695,Modern,2,911269,9.517605638725346,80.94678718432169,Uptown
296,Tiruchirappalli,5575 Main St,4,3,1,3576,Victorian,1,419357,12.977290340934527,79.47739299583534,Historic District
297,Erode,7284 Main St,3,3,1,1919,Modern,1,274693,12.498178648781579,79.60346558101656,Downtown
298,Dindigul,7241 2nd St,1,3,1,3788,Traditional,2,325295,9.904463228441116,77.79556681175207,Downtown
299,Vellore,1722 Main St,5,2,0,994,Traditional,1,935786,12.44256611260393,77.96124924118669,Industrial
300,Dindigul,8141 2nd St,5,1,1,1462,Contemporary,2,480515,9.960147746149474,79.637401212397,Residential Area
301,Chennai,2174 Main St,5,1,1,1279,Victorian,1,218274,8.555212248998224,80.63890735173679,Industrial
302,Sivakasi,745 3rd Ave,5,2,1,2223,Ranch,3,416278,13.290385312991393,80.92956221807026,Uptown
303,Tirunelveli,4363 2nd St,2,3,1,3508,Victorian,1,713889,11.58931108368492,77.79212378652437,Suburb
304,Vellore,6236 Main St,4,2,0,3975,Traditional,1,427834,10.508547396644254,77.53647849083916,Downtown
305,Salem,8746 2nd St,4,3,0,4614,Ranch,2,414053,10.187753433420719,77.22560543104316,Uptown
306,Tiruchirappalli,3069 Main St,2,2,1,2814,Victorian,1,503383,9.785879338420452,80.47318807264531,Industrial
307,Coimbatore,7743 2nd St,3,1,0,4589,Victorian,2,492176,13.39796177486021,78.17885938742587,Industrial
308,Tirunelveli,2781 2nd St,3,1,0,3243,Ranch,3,686350,8.74110995821999,77.00724813547701,Downtown
309,Tirunelveli,4325 Park Blvd,5,1,1,1711,Traditional,2,487530,9.731427824063125,77.89527234422572,Industrial
310,Dindigul,6041 3rd Ave,1,3,1,4013,Victorian,2,898597,10.67023702155465,78.36176432039767,Residential Area
311,Sivakasi,2966 Main St,3,3,1,3164,Ranch,1,840091,10.628997497798713,80.96394467798675,Industrial
312,Chennai,5590 2nd St,1,2,1,4429,Traditional,3,286225,10.59251566424314,79.09416637542833,Historic District
313,Kochi,4224 Main St,4,2,1,4272,Ranch,2,291553,8.9668109870671,77.81885579038041,Suburb
314,Nagapattinam,3950 Park Blvd,1,1,0,1480,Ranch,1,249270,8.797128899102253,78.3392733788538,Industrial
315,Dindigul,7779 Park Blvd,4,3,1,1409,Victorian,1,868960,9.40122172480741,78.32123075022751,Historic District
316,Tirunelveli,9428 3rd Ave,2,2,1,2956,Traditional,2,759269,13.029893845911309,77.07890298585271,Uptown
317,Thanjavur,9542 2nd St,2,3,1,4666,Victorian,1,778758,8.621791323089806,77.54073221668573,Industrial
318,Madurai,4250 3rd Ave,5,3,0,1171,Modern,2,833565,12.165838068553287,79.78078583881285,Residential Area
319,Tiruchirappalli,2811 2nd St,3,1,1,1415,Modern,2,238887,12.166516162233542,77.48100394628294,Uptown
320,Nagapattinam,6312 Park Blvd,5,1,1,3053,Traditional,2,493686,12.453737221434942,77.92293710642447,Industrial
321,Dindigul,5508 2nd St,4,3,1,4938,Ranch,3,985544,12.876385189441455,78.40294919361723,Downtown
322,Tiruchirappalli,7815 3rd Ave,5,3,0,1664,Victorian,2,292012,9.446698976464116,80.03093977800917,Historic District
323,Madurai,1862 Park Blvd,1,3,1,2068,Victorian,1,995442,9.23507708097893,79.32960385947176,Historic District
324,Kanyakumari,7201 3rd Ave,4,3,1,1584,Traditional,3,882154,10.560281165901138,79.75599993995428,Downtown
325,Madurai,6222 2nd St,2,1,1,4978,Traditional,1,436629,9.457990428136199,79.26804930168069,Suburb
326,Sivakasi,253 2nd St,3,2,0,3037,Modern,3,763587,12.038704939407092,79.73436970088747,Residential Area
327,Madurai,1624 Main St,4,1,1,4854,Contemporary,3,667537,11.497667672077885,77.0113686146559,Historic District
328,Tiruchirappalli,2443 Main St,4,2,1,1735,Traditional,3,544283,12.812432284289583,80.72359257748572,Uptown
329,Erode,5860 Main St,1,3,1,4780,Contemporary,3,957039,8.455060669178893,77.44368092349923,Residential Area
330,Tiruchirappalli,160 3rd Ave,3,2,0,3138,Traditional,1,390491,13.032958333469411,78.62499638390761,Historic District
331,Kochi,1739 2nd St,2,1,1,1125,Ranch,2,735885,9.613417446685492,80.08415348097942,Suburb
332,Chennai,8070 3rd Ave,4,1,1,2334,Ranch,1,407808,10.698818902598411,78.7409228720377,Uptown
333,Vellore,1352 Park Blvd,4,3,1,4280,Modern,2,917842,10.41236289766804,80.78737020667006,Residential Area
334,Erode,8463 3rd Ave,1,1,0,4661,Modern,1,951619,12.181714081074333,78.87035579399506,Uptown
335,Coimbatore,3649 2nd St,5,3,0,2785,Contemporary,3,908271,10.311833201875134,80.49975762241068,Downtown
336,Vellore,7109 Park Blvd,2,1,1,3578,Traditional,3,940417,13.189542301071752,80.24331245344908,Industrial
337,Chennai,2422 Main St,3,1,0,2070,Victorian,2,848412,12.963936354512164,80.92394521119473,Downtown
338,Dindigul,4190 Main St,4,3,0,1440,Modern,2,300635,12.796886335832285,80.7061911230039,Residential Area
339,Nagapattinam,3104 Main St,4,2,0,4878,Victorian,1,852682,8.391920829565253,80.59249533885152,Industrial
340,Kochi,429 Main St,2,1,1,2167,Victorian,2,866605,12.698419338546667,79.92641736207787,Downtown
341,Kochi,8082 Park Blvd,5,2,1,4842,Traditional,1,987946,12.298994949937658,78.46799258907288,Industrial
342,Coimbatore,1441 Park Blvd,4,1,0,3375,Contemporary,2,430752,8.56932120853372,77.42450167425962,Historic District
343,Erode,8507 3rd Ave,2,1,0,4403,Traditional,2,862585,8.59077878989922,79.75458020905756,Uptown
344,Sivakasi,5995 3rd Ave,1,1,0,2381,Modern,2,617210,8.556400963346476,80.91461632535186,Industrial
345,Karur,2808 Main St,5,1,1,2786,Victorian,3,402773,8.062329262624681,79.90641774932747,Historic District
346,Kanyakumari,1850 Main St,3,2,1,3040,Traditional,3,429365,11.01748867857021,80.71491747710934,Suburb
347,Madurai,2521 Park Blvd,4,2,0,4766,Traditional,1,984938,13.353668602898239,80.21721885182207,Downtown
348,Erode,9001 Park Blvd,2,1,0,2905,Traditional,2,957400,10.412765865948865,77.65245870046671,Suburb
349,Nagapattinam,6709 Main St,1,1,0,928,Modern,1,539821,10.97416626038046,77.99681508236515,Residential Area
350,Kanyakumari,5487 3rd Ave,3,2,0,4796,Contemporary,2,363678,13.323833882234755,78.3674624070494,Historic District
351,Kochi,4093 Main St,2,3,1,1651,Traditional,3,571153,9.40350225825827,77.67304177735201,Suburb
352,Tiruchirappalli,8144 2nd St,2,3,0,4903,Modern,3,605651,12.721586389290447,79.32660533069203,Suburb
353,Nagapattinam,8338 Park Blvd,3,2,1,2876,Victorian,2,330580,11.005147569664548,80.90180209653981,Historic District
354,Chennai,4973 Park Blvd,1,1,0,3794,Ranch,2,936064,11.13212083064656,80.04583533374463,Uptown
355,Coimbatore,4906 Main St,1,1,0,4544,Modern,3,669911,9.887456214640059,78.69354699626984,Industrial
356,Chennai,6013 Main St,5,3,0,3556,Ranch,3,322903,11.088713985317995,77.01801792392115,Residential Area
357,Karur,3257 2nd St,4,3,0,2444,Traditional,1,586149,8.402283802130562,78.25310404455271,Residential Area
358,Nagapattinam,490 2nd St,3,2,0,3944,Traditional,3,590523,12.205539649377616,79.10703715076886,Downtown
359,Salem,4530 Main St,3,3,1,1042,Modern,2,853700,9.565782688493494,78.29700349540788,Industrial
360,Salem,7786 Main St,3,2,0,4885,Ranch,1,252951,12.881845812216753,77.44413969209543,Downtown
361,Dindigul,8107 2nd St,1,3,0,970,Traditional,2,455745,10.023178820341021,78.77105982744757,Residential Area
362,Erode,9118 3rd Ave,4,3,0,1452,Victorian,1,881316,8.785532607677855,78.01301126786286,Industrial
363,Kochi,1600 2nd St,5,3,1,4312,Contemporary,2,222178,11.827348659026667,80.63692950584601,Suburb
364,Kochi,3394 2nd St,2,1,1,2299,Contemporary,3,366383,8.905179795924266,77.40701811400406,Uptown
365,Madurai,2519 3rd Ave,2,1,1,2899,Traditional,2,309826,12.145242835486448,77.19661051489884,Suburb
366,Madurai,3142 2nd St,3,1,1,2958,Ranch,1,219893,13.32461730023364,77.02125667661944,Uptown
367,Madurai,1566 2nd St,4,3,0,2772,Traditional,2,498943,12.28754077837394,78.31227873794263,Historic District
368,Tiruchirappalli,714 Main St,1,2,0,4725,Ranch,1,663223,8.123470866372285,79.64154735280356,Downtown
369,Vellore,7793 3rd Ave,4,2,0,3058,Victorian,2,984799,11.29937183429026,79.92165501152716,Downtown
370,Tirunelveli,3323 3rd Ave,4,2,1,4839,Ranch,3,425345,11.824758690333484,78.81304673352689,Historic District
371,Vellore,2767 Park Blvd,1,2,0,2835,Traditional,3,425375,12.540020791879568,79.73731460182107,Industrial
372,Chennai,8080 2nd St,3,1,0,4071,Victorian,2,406682,8.3080126991645,78.43965614486146,Historic District
373,Vellore,230 Main St,4,1,1,1657,Modern,2,388886,10.640593053737575,79.67122487994646,Residential Area
374,Tiruchirappalli,3083 2nd St,2,3,1,4623,Contemporary,2,585711,10.944539799511169,77.1623839412095,Historic District
375,Dindigul,4378 3rd Ave,1,3,1,1849,Traditional,1,564384,8.93018674454298,78.56301193826802,Uptown
376,Chennai,8330 3rd Ave,5,2,0,4790,Traditional,2,575840,9.773473953408573,80.16339871053272,Residential Area
377,Vellore,6740 Park Blvd,3,1,0,1098,Traditional,2,291707,10.42121949440891,80.21202412183601,Historic District
378,Tiruchirappalli,5568 2nd St,1,2,1,1723,Victorian,1,684252,12.582653283767907,79.86459511550278,Downtown
379,Tirunelveli,1020 Main St,5,3,0,3599,Modern,3,571001,13.111741613386137,77.81695448227946,Suburb
380,Vellore,8784 2nd St,5,3,1,4862,Ranch,2,900406,11.456325559047201,77.98882047572253,Uptown
381,Tiruchirappalli,9423 2nd St,4,2,1,4845,Modern,2,888157,10.172198523118041,80.98435490905806,Uptown
382,Karur,8602 3rd Ave,4,3,0,2602,Victorian,3,890150,9.397170597894423,77.41351202880784,Industrial
383,Madurai,3341 2nd St,4,2,1,3513,Traditional,3,882288,13.401743514398827,77.72265079560964,Suburb
384,Karur,4446 3rd Ave,1,1,1,3653,Contemporary,1,162336,13.406609989419971,77.52010502260053,Uptown
385,Kochi,3910 3rd Ave,1,2,1,3457,Traditional,2,570628,13.08737321529269,78.31061985473447,Historic District
386,Madurai,7306 2nd St,3,1,0,4146,Ranch,2,232212,12.321180324328004,77.84070334093569,Uptown
387,Kochi,2132 Main St,4,1,1,2271,Contemporary,1,195591,9.7917874906009,78.99075183819109,Uptown
388,Thanjavur,8536 Park Blvd,5,3,1,3749,Traditional,3,998182,12.493502659236968,78.90408282752048,Uptown
389,Coimbatore,371 Park Blvd,2,3,1,1741,Contemporary,1,578670,10.248361594991449,80.60602247780521,Industrial
390,Karur,1871 3rd Ave,3,3,1,2707,Modern,3,772825,9.797252039852749,77.13895978977912,Uptown
391,Coimbatore,4461 2nd St,1,2,1,2043,Victorian,1,999104,12.096759471564537,78.27951830667105,Uptown
392,Coimbatore,1020 3rd Ave,3,2,1,2266,Traditional,3,439372,8.438096601912326,79.38663156798836,Industrial
393,Tirunelveli,3530 Park Blvd,3,3,1,4757,Ranch,1,164429,8.267094978126138,79.41920704737585,Residential Area
394,Madurai,3860 3rd Ave,3,2,0,2766,Modern,3,234294,10.46374533449652,78.92050491605684,Suburb
395,Thanjavur,1265 Park Blvd,3,3,0,1175,Traditional,3,527721,10.451013404521891,80.26266216325854,Residential Area
396,Kochi,2133 Park Blvd,2,2,1,1062,Modern,3,334087,12.926042841851093,77.25088868565784,Downtown
397,Tiruchirappalli,245 2nd St,4,1,0,4188,Ranch,3,481080,8.693842029582992,80.26195106232055,Industrial
398,Chennai,4488 Main St,5,1,0,4195,Traditional,3,361979,8.67806160098827,78.97901696174281,Industrial
399,Tiruchirappalli,8723 Main St,3,3,1,2744,Ranch,2,993810,8.810989302611956,77.535042780308,Uptown
400,Chennai,8273 3rd Ave,3,2,0,2693,Contemporary,3,187310,8.163549437120315,80.5428076541619,Uptown
401,Karur,2732 3rd Ave,3,2,1,4434,Ranch,2,776115,8.394524557981995,79.59691511816385,Downtown
402,Salem,8156 Park Blvd,4,1,1,2452,Contemporary,3,349899,11.629284267559715,77.65418274729656,Uptown
403,Tiruchirappalli,9255 Park Blvd,1,1,1,4941,Traditional,2,578472,10.3737138101463,77.1345988935961,Historic District
404,Vellore,1928 Main St,1,3,1,4692,Contemporary,2,357500,12.199816868984076,77.56443859333059,Uptown
405,Vellore,9230 Park Blvd,2,1,1,1399,Traditional,1,249862,13.459287452199131,79.43519184072157,Uptown
406,Erode,4905 3rd Ave,1,3,0,2712,Traditional,3,451033,11.624690746044507,77.71718494104019,Historic District
407,Madurai,9755 3rd Ave,3,1,1,2092,Victorian,1,463572,8.27750563841068,77.90305229950012,Downtown
408,Chennai,8302 2nd St,3,1,0,1400,Traditional,1,522646,8.575095756148878,77.10055890302526,Historic District
409,Chennai,1968 2nd St,3,2,1,1180,Contemporary,3,580423,12.845522466480894,79.89172268895442,Industrial
410,Nagapattinam,7978 Park Blvd,2,1,1,4437,Victorian,1,724543,10.901227695070439,80.24145759903774,Historic District
411,Dindigul,5790 Park Blvd,3,1,1,2963,Victorian,3,517968,12.53660437667657,80.18739270708849,Suburb
412,Madurai,7927 Main St,1,3,0,1898,Traditional,1,372603,12.711367849237092,77.51027260545713,Industrial
413,Tirunelveli,5529 Main St,4,1,1,1165,Ranch,3,941841,13.102209978247355,80.61320450955503,Uptown
414,Erode,3664 2nd St,4,3,1,3370,Ranch,3,192438,13.22406063017501,79.68911531789632,Industrial
415,Tirunelveli,7374 2nd St,5,1,1,4219,Victorian,3,391482,11.051541880768184,80.59011448950746,Downtown
416,Karur,924 2nd St,1,1,1,3276,Traditional,2,915598,9.875610947408186,78.78864201812266,Downtown
417,Karur,1036 Main St,3,3,0,1590,Ranch,1,935372,13.290256808913991,78.7478194443348,Historic District
418,Tirunelveli,6502 Park Blvd,4,2,1,4369,Traditional,2,944301,11.010735233006738,80.13814607473958,Industrial
419,Tirunelveli,3945 Main St,1,3,0,1546,Traditional,1,644476,8.35338997625036,77.37319142190698,Uptown
420,Thanjavur,1896 2nd St,4,3,1,1112,Victorian,1,862222,11.535271025329259,79.08349614653955,Downtown
421,Madurai,7314 3rd Ave,3,3,0,1720,Victorian,1,631153,11.23226612717256,80.3455369425249,Residential Area
422,Tirunelveli,2836 Main St,4,2,0,1877,Modern,2,962390,12.926860800920883,80.32077025227828,Uptown
423,Vellore,2013 Main St,5,1,1,3629,Ranch,1,357374,11.59252954036797,80.82453142536947,Residential Area
424,Dindigul,9888 3rd Ave,5,3,1,3181,Ranch,2,901690,9.919788334538532,79.79309037412219,Suburb
425,Dindigul,7757 3rd Ave,4,3,0,4418,Ranch,3,831505,13.314241491382013,77.83108251775892,Residential Area
426,Coimbatore,9141 2nd St,1,2,1,1597,Contemporary,1,487766,12.408907172901184,77.08112125957832,Downtown
427,Salem,7412 Park Blvd,1,3,1,1072,Traditional,1,651955,11.467296901097448,78.9176631945084,Historic District
428,Karur,8294 Park Blvd,1,1,1,3810,Victorian,3,700730,9.611088618717176,79.05481546249023,Suburb
429,Chennai,8006 2nd St,4,2,0,2573,Ranch,3,231948,10.054471629728624,77.96105033799573,Industrial
430,Nagapattinam,4976 Park Blvd,1,1,1,3347,Modern,1,404657,11.684834582531611,77.4987897884944,Uptown
431,Sivakasi,992 3rd Ave,3,1,1,3964,Ranch,3,437740,8.39589450154827,79.34483266476204,Downtown
432,Chennai,4775 2nd St,5,2,1,1746,Traditional,2,750079,9.411743254076448,80.05702269609657,Suburb
433,Salem,1480 2nd St,3,3,0,3465,Traditional,2,716694,11.926455133681289,80.97261641436064,Suburb
434,Nagapattinam,1390 Main St,1,1,1,1306,Victorian,1,190524,10.640101804145415,80.03321046884207,Downtown
435,Thanjavur,7590 3rd Ave,3,1,0,1043,Contemporary,2,304404,10.213164606479365,80.17452965702232,Industrial
436,Madurai,9279 Main St,1,1,1,1305,Victorian,2,260160,8.83301692320228,79.46584351291519,Industrial
437,Tiruchirappalli,1318 Main St,4,1,0,3958,Ranch,1,296836,10.43016968962753,80.94369063588007,Historic District
438,Madurai,6981 Park Blvd,3,2,1,4390,Modern,3,832923,12.238805839181286,79.55982554045828,Residential Area
439,Chennai,9852 Main St,4,2,1,2672,Victorian,1,630891,9.452070653395412,80.44101314559882,Industrial
440,Chennai,9710 3rd Ave,4,1,0,4593,Contemporary,2,317442,8.029691982010226,80.78313858496382,Historic District
441,Nagapattinam,9275 Park Blvd,2,3,0,1992,Victorian,1,941494,11.676776956330405,80.71943400200225,Residential Area
442,Nagapattinam,1074 2nd St,1,1,0,2264,Traditional,1,718933,13.349446324379038,78.52566137513342,Suburb
443,Karur,5470 Main St,5,3,1,1190,Ranch,2,534903,11.337546099737207,77.31464823325703,Downtown
444,Thanjavur,5395 2nd St,1,1,1,4177,Ranch,2,419388,8.659570224099216,77.68749481015699,Industrial
445,Karur,9205 2nd St,5,3,1,1472,Ranch,1,910769,9.764032007895702,77.23689322158643,Historic District
446,Salem,8328 Park Blvd,1,1,1,3360,Ranch,2,931608,12.77202888096123,77.42158773931656,Suburb
447,Tirunelveli,3120 Park Blvd,4,3,0,2011,Ranch,2,235501,9.279124408412557,77.73860498357479,Industrial
448,Madurai,4136 Main St,3,1,1,1729,Ranch,2,267450,11.342327469236844,78.3643772663496,Uptown
449,Nagapattinam,5333 Park Blvd,3,1,1,2339,Modern,2,869831,10.214691645396988,79.17415858630031,Suburb
450,Kochi,9616 Park Blvd,2,3,1,1712,Contemporary,2,915893,9.14314046780807,79.84672823742035,Industrial
451,Salem,417 Main St,5,2,1,1443,Ranch,2,429100,12.473737914605739,77.84370934442605,Suburb
452,Vellore,2262 2nd St,5,3,1,1301,Contemporary,3,642134,12.085572020561298,79.69008961695256,Downtown
453,Thanjavur,1691 Park Blvd,5,2,1,1529,Ranch,1,350658,11.63875086277596,79.81703629800968,Downtown
454,Chennai,6283 3rd Ave,4,1,1,2083,Victorian,2,690997,9.29985124647813,79.23448934746476,Downtown
455,Karur,1412 2nd St,5,3,0,2918,Ranch,1,886618,8.538213514940475,80.61447147919485,Residential Area
456,Salem,4411 3rd Ave,3,3,1,4636,Traditional,3,530572,11.168876314042814,77.44397925568724,Uptown
457,Sivakasi,2483 Park Blvd,4,3,1,1719,Modern,2,427354,11.045228084466883,77.70848583040967,Downtown
458,Madurai,2239 Main St,1,2,1,4850,Victorian,1,319746,9.036117551341802,78.71465929755794,Uptown
459,Nagapattinam,1804 Main St,5,2,1,3139,Victorian,2,668467,8.309356818733448,77.50685094093696,Downtown
460,Chennai,462 Main St,5,1,0,1555,Traditional,2,250025,8.443896498066923,79.26518457489635,Residential Area
461,Tiruchirappalli,4386 3rd Ave,1,2,0,2669,Ranch,2,560949,13.460240425820036,78.5936018664377,Suburb
462,Sivakasi,2569 Park Blvd,5,2,0,1307,Modern,2,301152,12.309711421085861,78.13838317814367,Industrial
463,Thanjavur,6250 Main St,1,1,0,2236,Victorian,2,645416,13.070931117808449,77.67995925207055,Industrial
464,Salem,656 2nd St,4,3,0,3375,Modern,2,334484,9.072800972299998,78.34135295339284,Downtown
465,Erode,2908 3rd Ave,3,3,0,4226,Victorian,2,340043,13.283126949778893,79.43183740332937,Industrial
466,Chennai,5250 3rd Ave,1,1,1,1358,Ranch,3,996278,8.78459893310239,79.30314084355764,Downtown
467,Madurai,7661 Park Blvd,2,3,0,3902,Victorian,3,215480,10.799950057115591,77.65449600084094,Downtown
468,Coimbatore,6606 Main St,1,2,0,4422,Victorian,2,917128,12.563326264293853,77.49967924296253,Historic District
469,Kochi,3841 3rd Ave,5,1,1,4857,Contemporary,2,465104,9.923918449813687,77.10670705043549,Historic District
470,Kanyakumari,4098 2nd St,4,1,0,4515,Ranch,3,384622,10.336556932472952,77.04970237517573,Historic District
471,Sivakasi,2503 2nd St,4,1,1,2101,Traditional,3,584368,8.705018106645039,80.51924174287873,Uptown
472,Tirunelveli,8880 Main St,1,3,1,2955,Traditional,3,570466,8.67607033999435,77.18035542402156,Historic District
473,Kanyakumari,9839 3rd Ave,3,1,0,1492,Ranch,2,791553,11.407625236282627,79.92488443949298,Downtown
474,Madurai,5443 Main St,2,1,1,2278,Traditional,1,984569,11.715428027410312,80.48794038497982,Residential Area
475,Vellore,9982 Main St,4,1,0,1056,Ranch,1,887371,12.275328827452064,77.39223139424983,Residential Area
476,Karur,2164 Park Blvd,5,3,0,3230,Traditional,1,268922,11.061751289749644,78.74520569533207,Suburb
477,Vellore,7109 Park Blvd,5,2,1,1241,Contemporary,1,666576,11.551676107437181,80.8492119326971,Historic District
478,Coimbatore,4643 Park Blvd,3,1,1,2681,Traditional,2,795568,8.07434499434846,80.33655464209434,Residential Area
479,Sivakasi,1107 2nd St,4,2,0,3446,Victorian,1,589628,8.891938999254535,78.95881612743142,Historic District
480,Tirunelveli,5452 Park Blvd,1,3,1,4620,Ranch,3,456020,13.417031213092976,80.0502844511662,Suburb
481,Erode,1535 Park Blvd,5,3,1,2535,Modern,3,879024,8.417964284737074,80.33351049772665,Residential Area
482,Coimbatore,2482 2nd St,3,3,0,4535,Modern,1,986659,11.733335222431347,78.39210785275488,Downtown
483,Sivakasi,5184 2nd St,4,3,0,3445,Ranch,3,837810,8.968454481674438,80.56861166747984,Uptown
484,Dindigul,7159 Park Blvd,4,2,1,818,Contemporary,2,234433,11.94195222172203,78.88189327870863,Historic District
485,Kanyakumari,1365 Park Blvd,4,1,0,1924,Traditional,1,223704,11.882947216290964,79.11122945423531,Residential Area
486,Coimbatore,1140 Park Blvd,4,3,0,4785,Contemporary,1,681149,9.288094828834495,80.99883055128733,Residential Area
