bedrooms,halls,size,location,price,bathrooms,balconies,parking_spaces,age_of_property,furnishing,facing_direction,floor_number,total_floors,has_lift,property_type
5,2,2780,Mylapore,525300.0,1,1,2,20,Semi-furnished,South,2,4,True,Independent House
5,1,907,Sholinganallur,287490.0,1,1,2,13,Unfurnished,North,14,19,False,Independent House
2,2,2181,Mylapore,372385.0,3,2,1,19,Unfurnished,West,17,19,True,Villa
2,1,2490,Velachery,336750.0,3,0,1,25,Unfurnished,East,5,6,True,Independent House
1,2,1543,Anna Nagar,267440.0,2,0,0,22,Semi-furnished,East,10,11,False,Independent House
1,2,2675,Mylapore,380375.0,2,2,1,8,Fully-furnished,North,16,18,False,Independent House
3,1,1938,Anna Nagar,347040.0,2,1,1,2,Fully-furnished,West,7,15,True,Independent House
3,2,2200,T Nagar,384000.0,3,2,2,15,Unfurnished,South,20,20,False,Apartment
3,2,2880,Sholinganallur,383600.0,2,2,1,25,Fully-furnished,South,10,17,False,Apartment
3,1,2435,Mylapore,410975.0,3,2,2,27,Unfurnished,North,12,12,True,Independent House
5,1,2148,Adyar,454580.0,3,2,0,7,Semi-furnished,East,4,8,False,Villa
5,1,2375,Guindy,418125.0,1,0,0,24,Semi-furnished,North,1,9,False,Apartment
1,1,2073,Sholinganallur,257109.99999999997,3,0,0,5,Unfurnished,South,9,11,True,Independent House
2,1,1358,Nungambakkam,302220.0,2,2,2,2,Fully-furnished,North,18,18,True,Apartment
2,2,2982,Nungambakkam,466380.0,3,0,1,4,Semi-furnished,North,19,20,False,Independent House
4,2,1325,Sholinganallur,302750.0,3,2,0,24,Fully-furnished,South,11,14,False,Apartment
5,1,1699,Adyar,416415.0,1,2,0,8,Semi-furnished,North,12,12,False,Independent House
3,1,2449,Sholinganallur,339430.0,3,2,2,12,Semi-furnished,East,9,15,True,Independent House
3,2,2671,Sholinganallur,368970.0,1,0,1,16,Fully-furnished,South,12,12,False,Apartment
4,1,2170,Porur,298200.0,2,2,0,18,Fully-furnished,West,4,12,True,Villa
2,2,1221,Velachery,256575.0,2,2,1,2,Fully-furnished,West,18,18,False,Villa
3,1,2739,Tambaram,334035.0,3,0,0,14,Unfurnished,South,9,20,False,Apartment
2,2,946,Sholinganallur,220220.0,2,0,1,28,Fully-furnished,East,10,13,True,Villa
4,2,2486,Anna Nagar,438880.0,1,0,1,20,Unfurnished,East,1,1,False,Independent House
2,1,2675,Adyar,397375.0,3,2,1,9,Unfurnished,North,16,17,True,Apartment
2,1,2671,T Nagar,373680.0,2,1,0,11,Semi-furnished,South,19,19,False,Independent House
2,2,2156,Velachery,326700.0,1,2,2,24,Unfurnished,North,1,2,True,Independent House
3,2,1327,Nungambakkam,353430.0,2,1,1,26,Fully-furnished,East,10,12,True,Villa
1,1,926,T Nagar,202080.0,2,2,1,10,Unfurnished,East,18,18,False,Independent House
5,1,2925,Porur,367500.0,1,0,2,11,Semi-furnished,West,19,19,False,Villa
2,2,2208,Velachery,330600.0,3,1,0,12,Fully-furnished,South,14,14,True,Villa
2,2,964,Mylapore,268940.0,2,2,0,22,Unfurnished,East,15,16,True,Villa
2,2,1831,Porur,241860.0,1,0,2,0,Fully-furnished,East,7,8,False,Apartment
1,1,2551,T Nagar,332080.0,2,1,1,27,Fully-furnished,South,17,20,True,Villa
4,1,1485,Velachery,321375.0,1,0,1,6,Unfurnished,East,13,18,True,Independent House
3,1,1738,Guindy,310350.0,1,0,2,18,Semi-furnished,East,17,20,True,Apartment
1,1,2089,Tambaram,239785.0,2,0,1,5,Fully-furnished,West,2,14,False,Apartment
2,1,1885,Porur,233100.0,3,2,0,6,Unfurnished,West,1,11,False,Villa
1,2,1909,Porur,222540.0,1,0,0,25,Unfurnished,East,10,11,False,Apartment
1,2,2770,Porur,274200.0,3,2,1,2,Fully-furnished,East,7,15,False,Villa
1,1,2024,Porur,217440.0,1,1,1,13,Unfurnished,North,19,20,True,Independent House
4,2,2439,T Nagar,435120.0,1,1,2,25,Fully-furnished,South,13,13,False,Apartment
5,2,2636,Porur,362160.0,3,0,0,17,Semi-furnished,South,7,15,False,Apartment
3,2,2420,Porur,301200.0,2,0,1,6,Fully-furnished,North,8,8,False,Apartment
4,2,1497,Anna Nagar,359760.0,2,2,0,2,Unfurnished,East,12,17,True,Independent House
4,2,2066,Sholinganallur,354620.0,2,2,0,22,Fully-furnished,North,5,9,True,Apartment
5,1,1044,Porur,254640.0,3,1,1,5,Semi-furnished,South,8,8,True,Villa
4,2,1024,T Nagar,321920.0,1,0,1,25,Semi-furnished,East,2,18,True,Apartment
1,1,1770,Sholinganallur,235899.99999999997,1,0,0,25,Fully-furnished,North,1,4,True,Villa
1,1,2960,Anna Nagar,364800.0,1,1,1,6,Unfurnished,West,19,19,True,Independent House
2,2,999,Anna Nagar,255920.0,2,0,0,11,Unfurnished,East,11,14,True,Villa
4,2,2152,Sholinganallur,360640.0,1,2,1,11,Unfurnished,West,2,16,False,Villa
2,2,2638,Porur,290280.0,3,1,1,2,Unfurnished,North,4,17,False,Villa
3,2,2119,Mylapore,401115.0,1,0,0,27,Fully-furnished,South,19,19,False,Independent House
1,1,2104,T Nagar,296320.0,1,0,2,2,Unfurnished,East,18,19,True,Villa
3,2,2971,Nungambakkam,501390.0,2,2,2,23,Fully-furnished,East,6,16,False,Apartment
5,1,1917,T Nagar,409360.0,3,1,1,18,Fully-furnished,North,1,16,False,Villa
1,1,2639,Adyar,360315.0,3,1,1,15,Semi-furnished,South,8,12,False,Villa
3,2,2764,Anna Nagar,429120.0,3,0,2,25,Unfurnished,West,8,18,False,Independent House
5,1,921,Guindy,309075.0,1,2,0,23,Fully-furnished,East,9,11,True,Apartment
3,1,1203,Anna Nagar,288240.0,3,1,0,14,Semi-furnished,North,15,17,True,Apartment
5,1,2642,Anna Nagar,467360.0,3,1,1,23,Unfurnished,West,7,15,False,Villa
5,2,2928,Sholinganallur,442960.0,3,1,2,9,Fully-furnished,East,15,20,True,Independent House
1,1,2289,Nungambakkam,350010.0,3,1,0,3,Semi-furnished,North,19,19,False,Villa
2,2,2712,Porur,294720.0,3,1,2,7,Semi-furnished,West,8,10,False,Apartment
5,1,1855,Tambaram,328575.0,2,1,2,14,Unfurnished,South,6,10,True,Villa
5,1,2535,Velachery,430125.0,1,0,2,9,Unfurnished,East,15,17,True,Independent House
1,2,1433,Guindy,242475.0,3,2,0,18,Semi-furnished,South,19,19,True,Independent House
2,1,2757,Velachery,356775.0,3,2,0,22,Unfurnished,West,13,18,True,Apartment
4,2,2527,Nungambakkam,497430.0,2,1,1,29,Unfurnished,East,10,20,True,Independent House
4,1,1827,Mylapore,393295.0,1,2,2,1,Fully-furnished,West,8,14,False,Apartment
2,1,923,Guindy,219225.0,3,2,2,1,Semi-furnished,North,6,15,True,Independent House
3,2,1019,Nungambakkam,325710.0,3,0,0,15,Semi-furnished,East,2,16,True,Villa
1,1,1502,Anna Nagar,248160.0,2,0,0,20,Semi-furnished,North,8,9,False,Villa
2,2,1628,Sholinganallur,267960.0,1,0,2,20,Unfurnished,East,19,19,True,Apartment
4,1,1645,T Nagar,355600.0,1,1,2,29,Unfurnished,South,19,20,True,Apartment
5,2,2129,Nungambakkam,497610.0,1,0,2,21,Fully-furnished,South,13,17,True,Villa
4,1,1911,T Nagar,376880.0,3,2,0,5,Semi-furnished,West,4,18,True,Apartment
5,2,930,Sholinganallur,303100.0,3,0,2,29,Unfurnished,North,11,12,True,Apartment
1,2,1605,Tambaram,221325.0,1,1,0,1,Semi-furnished,North,8,9,False,Independent House
5,2,2754,Tambaram,400010.0,2,1,2,21,Semi-furnished,South,16,18,True,Independent House
2,1,2503,Tambaram,292695.0,3,1,1,1,Unfurnished,West,16,17,True,Villa
5,2,1858,Sholinganallur,368060.0,3,0,1,25,Unfurnished,North,15,15,False,Independent House
3,1,1196,Anna Nagar,287680.0,1,2,0,14,Unfurnished,East,7,20,False,Apartment
2,2,2360,Porur,273600.0,2,1,1,13,Semi-furnished,South,19,20,False,Independent House
1,2,2549,T Nagar,347920.0,3,1,1,19,Unfurnished,South,18,18,True,Independent House
2,2,1666,Mylapore,328610.0,1,0,1,1,Fully-furnished,West,20,20,True,Apartment
3,1,2766,Mylapore,439110.0,2,2,2,23,Unfurnished,East,5,15,False,Independent House
1,2,2555,Porur,261300.0,1,2,1,22,Fully-furnished,East,7,15,False,Apartment
4,1,1482,Sholinganallur,299740.0,2,0,0,14,Unfurnished,North,15,15,True,Apartment
3,2,1868,Nungambakkam,402120.0,2,0,0,1,Fully-furnished,East,5,16,True,Villa
1,2,2511,Nungambakkam,387990.0,2,1,1,28,Semi-furnished,West,4,4,True,Villa
5,2,1885,Nungambakkam,475650.0,1,2,2,12,Semi-furnished,East,19,20,False,Villa
2,1,1733,Sholinganallur,261309.99999999997,1,1,0,24,Fully-furnished,North,12,12,True,Villa
1,2,2574,Velachery,328050.0,1,2,1,27,Fully-furnished,West,15,16,False,Villa
2,1,2896,Sholinganallur,342720.0,2,0,2,0,Fully-furnished,North,1,17,True,Apartment
5,2,1899,Adyar,450415.0,3,2,0,29,Unfurnished,East,17,17,False,Villa
1,1,1796,Sholinganallur,237719.99999999997,1,2,1,11,Unfurnished,East,6,11,True,Independent House
4,1,1611,Nungambakkam,396990.0,3,2,1,7,Semi-furnished,West,11,13,True,Apartment
3,2,2676,Anna Nagar,422080.0,2,0,1,1,Fully-furnished,West,5,12,False,Apartment
1,2,2121,Nungambakkam,352890.0,1,2,1,9,Fully-furnished,East,11,12,True,Independent House
5,1,2641,Velachery,438075.0,1,1,0,3,Unfurnished,North,2,6,False,Apartment
1,1,2112,Porur,222720.0,3,2,1,23,Fully-furnished,South,4,19,True,Apartment
2,1,2049,Tambaram,263185.0,2,2,1,12,Semi-furnished,West,14,15,True,Apartment
1,2,2682,Velachery,336150.0,1,0,2,20,Semi-furnished,South,19,20,False,Apartment
4,1,1159,Mylapore,336515.0,3,0,2,16,Unfurnished,South,9,14,False,Apartment
1,2,2377,Mylapore,355045.0,2,2,0,29,Unfurnished,East,4,4,True,Villa
3,2,1867,Nungambakkam,402030.0,1,2,1,4,Unfurnished,East,9,11,True,Apartment
1,1,835,Sholinganallur,170450.0,1,2,1,19,Unfurnished,West,13,18,True,Independent House
2,1,1434,Nungambakkam,309060.0,3,1,1,17,Fully-furnished,West,5,7,True,Apartment
1,1,2519,Porur,247140.0,2,2,0,11,Semi-furnished,North,1,10,True,Villa
4,1,1171,Mylapore,337535.0,2,2,2,6,Unfurnished,North,12,20,True,Independent House
5,1,2503,Velachery,427725.0,1,1,0,22,Unfurnished,East,7,15,True,Villa
1,1,2118,Nungambakkam,334620.0,2,0,0,15,Unfurnished,North,4,13,False,Villa
1,1,1419,Guindy,226425.0,2,2,0,13,Fully-furnished,West,20,20,False,Villa
3,2,2914,Sholinganallur,385980.0,3,0,1,11,Fully-furnished,East,1,1,True,Apartment
4,1,2564,Mylapore,455940.0,1,1,1,16,Semi-furnished,North,5,16,True,Independent House
5,1,2144,T Nagar,427520.0,1,0,0,14,Unfurnished,North,15,20,False,Apartment
2,1,2206,Tambaram,273390.0,2,0,0,11,Unfurnished,West,4,4,True,Villa
1,2,836,T Nagar,210880.0,1,1,0,13,Unfurnished,East,12,17,True,Villa
5,2,1811,Sholinganallur,364770.0,3,1,0,7,Unfurnished,East,11,19,True,Villa
2,1,2835,Mylapore,410975.0,3,0,0,26,Semi-furnished,East,4,13,False,Independent House
4,2,2218,Adyar,443530.0,2,2,1,7,Fully-furnished,East,16,19,True,Independent House
4,1,1650,Anna Nagar,356000.0,2,0,1,7,Semi-furnished,North,20,20,True,Villa
5,1,2554,Porur,345240.0,1,0,1,22,Unfurnished,West,20,20,False,Villa
2,1,864,Adyar,243440.0,1,1,2,10,Fully-furnished,South,18,19,True,Apartment
4,2,1138,Porur,248280.0,1,0,2,12,Fully-furnished,West,14,17,True,Villa
5,2,2195,Porur,335700.0,2,2,1,5,Semi-furnished,West,9,11,True,Independent House
4,2,2457,Tambaram,354705.0,1,0,2,15,Unfurnished,West,19,19,True,Apartment
4,2,1983,Adyar,423555.0,2,1,0,8,Fully-furnished,East,6,12,False,Independent House
4,2,2525,Porur,331500.0,1,2,0,3,Unfurnished,East,20,20,False,Independent House
3,2,1295,Anna Nagar,311600.0,3,2,1,12,Fully-furnished,South,16,19,False,Apartment
2,1,2540,Adyar,385900.0,2,1,0,13,Semi-furnished,East,17,18,False,Independent House
5,2,2652,Nungambakkam,544680.0,1,2,0,8,Unfurnished,South,13,20,True,Independent House
5,1,1181,Adyar,372385.0,2,2,1,25,Fully-furnished,East,14,18,True,Villa
2,2,2362,T Nagar,364960.0,2,0,1,15,Fully-furnished,East,1,14,False,Apartment
2,1,1109,Sholinganallur,217630.0,3,2,1,24,Fully-furnished,West,17,20,False,Villa
2,1,1068,Porur,184080.0,1,1,0,12,Unfurnished,East,15,19,False,Apartment
2,2,2256,T Nagar,356480.0,1,0,1,16,Semi-furnished,West,18,18,True,Independent House
1,1,1848,Mylapore,293080.0,1,0,1,25,Fully-furnished,South,6,19,True,Apartment
5,2,2167,Anna Nagar,445360.0,3,0,0,15,Unfurnished,South,18,18,True,Villa
1,1,2831,Adyar,376635.0,3,0,0,28,Unfurnished,North,14,19,True,Independent House
4,1,2499,Anna Nagar,423920.0,2,0,2,13,Semi-furnished,North,14,17,True,Independent House
4,2,1189,Nungambakkam,377010.0,1,1,2,26,Semi-furnished,West,16,18,True,Apartment
5,1,1519,Adyar,401115.0,3,0,0,26,Semi-furnished,West,4,19,True,Apartment
4,1,2904,Mylapore,484840.0,3,2,0,16,Unfurnished,North,10,14,True,Villa
2,1,890,Adyar,245650.0,1,1,0,7,Semi-furnished,East,3,9,True,Apartment
1,2,993,Porur,167580.0,1,2,2,26,Semi-furnished,West,18,19,True,Apartment
2,1,999,Nungambakkam,269910.0,2,1,1,10,Semi-furnished,West,19,20,False,Apartment
4,1,2856,T Nagar,452480.0,3,1,1,5,Fully-furnished,East,8,12,True,Apartment
1,2,2668,Anna Nagar,357440.0,3,1,1,28,Unfurnished,East,16,17,False,Independent House
2,1,2618,Porur,277080.0,1,0,2,25,Fully-furnished,North,10,10,True,Apartment
5,1,845,Nungambakkam,364050.0,2,1,1,8,Unfurnished,North,18,19,True,Independent House
2,2,1630,Nungambakkam,344700.0,2,2,1,28,Semi-furnished,West,10,14,False,Independent House
4,1,2761,Adyar,472685.0,2,1,2,18,Fully-furnished,North,2,14,False,Independent House
1,1,2036,Mylapore,309060.0,3,0,2,22,Unfurnished,North,20,20,False,Independent House
5,2,957,Velachery,326775.0,2,2,1,22,Semi-furnished,East,18,19,True,Villa
1,2,2080,Porur,232800.0,2,2,1,10,Semi-furnished,South,17,20,False,Apartment
5,2,2382,Guindy,433650.0,2,2,1,23,Unfurnished,North,5,13,False,Villa
1,1,2556,Anna Nagar,332480.0,1,1,2,6,Semi-furnished,West,8,12,False,Independent House
4,1,814,Anna Nagar,289120.0,3,1,1,28,Semi-furnished,East,10,15,False,Apartment
5,1,2501,T Nagar,456080.0,2,0,0,15,Fully-furnished,South,8,11,False,Villa
3,1,1846,T Nagar,339680.0,3,0,0,22,Unfurnished,East,5,9,False,Apartment
1,1,1726,Adyar,282710.0,2,0,2,27,Fully-furnished,East,18,18,True,Villa
1,1,1496,Guindy,232200.0,2,0,0,4,Fully-furnished,North,10,11,True,Independent House
2,1,2032,Adyar,342720.0,2,2,1,29,Unfurnished,North,4,12,True,Apartment
5,1,2843,Tambaram,392795.0,1,2,2,19,Fully-furnished,North,6,16,True,Villa
3,1,834,Tambaram,210210.0,2,2,1,4,Unfurnished,South,4,5,False,Apartment
4,1,2062,Sholinganallur,340340.0,1,1,2,22,Unfurnished,East,14,14,True,Independent House
2,2,980,Sholinganallur,222600.0,1,2,2,5,Unfurnished,West,17,17,True,Villa
3,1,830,Adyar,274550.0,2,2,2,20,Fully-furnished,South,10,12,True,Apartment
5,2,2799,Porur,371940.0,2,0,0,14,Fully-furnished,South,9,15,False,Independent House
3,1,2731,Velachery,384825.0,1,0,2,12,Fully-furnished,East,19,20,False,Villa
1,2,980,Adyar,236300.0,2,2,2,15,Fully-furnished,North,1,5,True,Independent House
1,2,2519,Mylapore,367115.0,1,0,0,18,Unfurnished,West,19,20,True,Villa
2,2,2418,Nungambakkam,415620.0,3,0,1,9,Semi-furnished,East,20,20,True,Villa
5,1,2269,Porur,328140.0,2,2,2,17,Unfurnished,East,18,20,True,Apartment
5,1,2284,Tambaram,356460.0,1,0,1,29,Unfurnished,West,6,7,True,Villa
3,2,1760,Porur,261600.0,2,2,0,0,Semi-furnished,North,3,14,True,Apartment
2,1,1452,Velachery,258900.0,2,0,2,25,Unfurnished,North,7,10,False,Independent House
5,2,2140,Sholinganallur,387800.0,3,2,0,11,Unfurnished,North,5,7,True,Independent House
1,1,1948,Nungambakkam,319320.0,3,1,2,12,Semi-furnished,East,9,20,True,Apartment
3,2,2828,Porur,325680.0,1,0,2,0,Fully-furnished,East,9,15,False,Villa
4,2,2014,Sholinganallur,350980.0,1,1,1,16,Unfurnished,North,16,16,False,Villa
1,2,2919,Porur,283140.0,3,2,2,24,Unfurnished,West,15,20,False,Independent House
2,2,2151,Velachery,326325.0,1,0,2,3,Unfurnished,East,20,20,False,Apartment
5,2,2642,T Nagar,483360.0,1,1,1,14,Semi-furnished,East,19,19,False,Apartment
1,1,2933,Anna Nagar,362640.0,2,1,1,23,Semi-furnished,East,19,19,True,Independent House
4,1,1468,Adyar,362780.0,1,1,2,19,Semi-furnished,East,16,16,True,Apartment
4,2,895,Tambaram,253175.0,3,0,0,18,Fully-furnished,North,6,9,False,Villa
2,1,1824,Guindy,286800.0,1,1,2,17,Fully-furnished,West,9,15,False,Apartment
1,1,1555,Anna Nagar,252400.0,2,1,1,28,Semi-furnished,West,16,20,False,Villa
3,2,2942,Nungambakkam,498780.0,3,0,1,6,Unfurnished,East,5,14,False,Apartment
1,1,2313,Anna Nagar,313040.0,3,0,0,21,Fully-furnished,West,16,18,True,Apartment
4,1,2932,Velachery,429900.0,3,2,0,18,Fully-furnished,North,1,5,True,Independent House
2,2,1399,T Nagar,287920.0,2,0,2,3,Fully-furnished,South,6,10,True,Villa
2,1,1798,Velachery,284850.0,1,0,1,27,Semi-furnished,East,16,17,True,Apartment
3,2,2384,Sholinganallur,348880.0,1,1,0,7,Semi-furnished,East,18,20,False,Apartment
2,2,1306,Anna Nagar,280480.0,3,0,0,29,Unfurnished,South,4,11,False,Villa
2,1,2432,Sholinganallur,310240.0,1,1,1,2,Fully-furnished,West,7,14,False,Independent House
2,2,2863,Anna Nagar,405040.0,2,0,2,20,Fully-furnished,West,5,15,False,Apartment
2,1,2591,Nungambakkam,413190.0,2,1,0,17,Unfurnished,West,18,19,True,Villa
2,2,2312,Porur,270720.0,3,0,0,20,Semi-furnished,West,8,8,False,Villa
4,2,1659,Adyar,396015.0,2,2,0,20,Fully-furnished,West,13,18,False,Villa
1,2,2214,Guindy,301050.0,1,1,1,0,Fully-furnished,East,16,16,False,Apartment
5,2,1089,Velachery,336675.0,2,0,2,28,Semi-furnished,West,20,20,True,Villa
2,1,2709,Porur,282540.0,3,0,2,14,Unfurnished,North,4,14,True,Villa
5,1,2829,Nungambakkam,542610.0,2,1,0,29,Semi-furnished,North,3,18,True,Villa
5,1,2201,Mylapore,459085.0,1,2,0,6,Semi-furnished,West,2,10,True,Apartment
4,1,1315,Mylapore,349775.0,2,1,1,18,Fully-furnished,East,16,19,True,Independent House
2,1,1849,Mylapore,327165.0,2,2,2,25,Semi-furnished,South,1,10,True,Villa
5,1,947,Mylapore,352495.0,1,0,1,17,Semi-furnished,West,1,2,True,Villa
2,2,1234,Velachery,257550.0,3,0,1,20,Unfurnished,West,9,9,True,Independent House
3,1,1516,Mylapore,332860.0,1,1,1,1,Semi-furnished,East,11,15,False,Independent House
3,1,1922,T Nagar,345760.0,1,2,2,17,Semi-furnished,East,5,20,True,Apartment
3,1,1575,Porur,238500.0,2,0,1,6,Fully-furnished,West,20,20,True,Villa
5,1,1823,Anna Nagar,401840.0,3,2,0,29,Fully-furnished,East,9,10,False,Villa
3,1,1968,T Nagar,349440.0,2,2,2,28,Fully-furnished,West,8,20,True,Independent House
4,1,1085,Tambaram,252525.0,3,2,2,0,Fully-furnished,East,1,6,False,Villa
4,1,860,Velachery,274500.0,3,0,2,0,Fully-furnished,South,8,11,False,Independent House
5,1,2416,Tambaram,365040.0,2,1,1,3,Unfurnished,South,11,15,True,Independent House
2,2,2049,Sholinganallur,297430.0,2,2,1,17,Semi-furnished,West,18,19,True,Independent House
1,1,1418,Velachery,226350.0,1,1,2,8,Fully-furnished,South,5,10,False,Independent House
2,2,2882,Adyar,431970.0,3,1,1,4,Unfurnished,South,17,19,False,Independent House
2,1,1258,Velachery,244350.0,1,2,0,1,Semi-furnished,North,14,15,True,Apartment
2,1,1582,Sholinganallur,250739.99999999997,2,0,2,25,Fully-furnished,West,1,20,True,Independent House
2,1,1091,Mylapore,262735.0,1,1,2,15,Unfurnished,South,8,8,False,Apartment
1,1,2806,Adyar,374510.0,3,2,0,15,Fully-furnished,East,2,15,False,Villa
3,1,1373,Nungambakkam,339570.0,1,0,0,3,Fully-furnished,South,12,15,True,Villa
2,1,1631,Adyar,308635.0,1,2,0,12,Unfurnished,South,3,19,False,Villa
4,1,1017,Guindy,286275.0,2,0,2,27,Unfurnished,West,3,12,False,Apartment
5,1,1153,Porur,261180.0,2,0,2,13,Fully-furnished,South,8,8,True,Apartment
5,2,1579,Velachery,373425.0,3,0,0,5,Semi-furnished,West,15,16,True,Apartment
4,2,1127,Anna Nagar,330160.0,2,0,0,29,Fully-furnished,West,16,16,True,Villa
2,2,1959,Anna Nagar,332720.0,3,1,2,11,Semi-furnished,East,8,16,False,Apartment
1,1,1608,Sholinganallur,224560.0,2,1,0,10,Fully-furnished,West,18,19,False,Apartment
3,1,868,Nungambakkam,294120.0,1,0,0,24,Fully-furnished,North,5,5,False,Apartment
5,1,1769,Nungambakkam,447210.0,1,1,1,22,Fully-furnished,East,2,3,False,Villa
3,2,1354,Porur,237240.0,3,2,0,5,Fully-furnished,West,8,8,True,Villa
1,2,1277,Anna Nagar,246160.0,1,1,1,17,Unfurnished,North,6,14,True,Independent House
5,1,2856,T Nagar,484480.0,2,0,2,25,Fully-furnished,South,18,20,False,Independent House
3,2,2414,Nungambakkam,451260.0,2,1,0,22,Semi-furnished,East,5,12,False,Apartment
1,2,1251,Nungambakkam,274590.0,3,1,2,8,Semi-furnished,West,11,11,False,Villa
3,1,2507,Tambaram,318955.0,3,0,1,3,Semi-furnished,East,18,18,True,Apartment
2,2,1837,T Nagar,322960.0,2,2,1,10,Semi-furnished,South,6,17,True,Villa
1,2,1530,Adyar,283050.0,1,2,0,4,Semi-furnished,North,20,20,False,Independent House
3,1,925,Adyar,282625.0,1,1,0,5,Fully-furnished,North,11,19,False,Villa
2,2,2043,Porur,254580.0,2,0,1,21,Semi-furnished,East,16,19,True,Independent House
2,1,2256,Sholinganallur,297920.0,1,2,2,1,Semi-furnished,West,13,13,True,Independent House
1,1,1002,Tambaram,169130.0,3,1,0,24,Semi-furnished,South,2,5,True,Villa
4,2,1405,Sholinganallur,308350.0,3,0,2,11,Unfurnished,South,12,18,True,Villa
5,1,1299,Anna Nagar,359920.0,1,2,1,29,Unfurnished,South,8,12,False,Apartment
1,2,2139,Porur,236340.0,2,2,0,10,Semi-furnished,West,7,13,True,Apartment
2,2,1022,Velachery,241650.0,1,0,0,8,Fully-furnished,East,6,16,True,Villa
2,1,2300,Guindy,322500.0,2,0,0,6,Fully-furnished,South,16,17,False,Independent House
1,2,2153,Anna Nagar,316240.0,1,1,1,14,Semi-furnished,North,6,11,False,Apartment
4,1,2737,Porur,332220.0,2,1,1,17,Semi-furnished,South,11,14,True,Apartment
5,2,1443,Porur,290580.0,2,1,1,3,Unfurnished,South,15,20,False,Apartment
3,1,1055,Anna Nagar,276400.0,1,2,2,28,Fully-furnished,East,17,17,False,Independent House
1,1,2526,T Nagar,330080.0,2,2,2,16,Fully-furnished,West,7,9,False,Apartment
5,1,1022,T Nagar,337760.0,2,2,0,13,Unfurnished,East,5,5,True,Independent House
5,1,1330,Porur,271800.0,3,2,1,10,Fully-furnished,East,11,18,False,Villa
2,1,2758,Sholinganallur,333060.0,1,1,1,11,Fully-furnished,West,2,16,True,Independent House
3,1,1121,Porur,211260.0,2,0,1,25,Fully-furnished,East,5,20,False,Independent House
1,1,1674,Sholinganallur,229180.0,1,1,0,14,Unfurnished,North,13,14,True,Apartment
2,1,1752,T Nagar,300160.0,2,2,0,4,Fully-furnished,West,15,19,True,Villa
2,2,1487,Mylapore,313395.0,1,1,0,25,Unfurnished,North,15,19,True,Villa
4,2,2511,Guindy,413325.0,1,1,0,16,Unfurnished,East,1,9,True,Villa
5,2,988,Velachery,329100.0,2,2,1,15,Fully-furnished,East,17,17,False,Apartment
1,2,1250,T Nagar,244000.0,3,1,1,0,Semi-furnished,North,8,11,True,Apartment
1,2,1999,Mylapore,322915.0,1,2,2,10,Unfurnished,West,3,6,True,Villa
1,2,1905,Adyar,314925.0,3,1,1,12,Fully-furnished,West,11,19,True,Independent House
2,2,2599,Sholinganallur,335930.0,2,2,0,24,Unfurnished,South,14,15,False,Villa
4,2,1641,Nungambakkam,417690.0,3,2,0,12,Unfurnished,East,13,17,False,Apartment
3,1,887,Mylapore,279395.0,2,0,0,9,Semi-furnished,South,9,18,False,Independent House
2,2,2605,T Nagar,384400.0,1,0,0,5,Semi-furnished,West,20,20,True,Independent House
3,2,1847,Guindy,333525.0,2,2,0,18,Fully-furnished,East,3,17,False,Apartment
4,2,2269,Guindy,395175.0,1,0,1,7,Unfurnished,West,14,15,True,Villa
5,2,2265,Nungambakkam,509850.0,2,1,0,13,Semi-furnished,South,20,20,True,Independent House
1,1,2585,Velachery,313875.0,3,0,1,8,Unfurnished,West,7,18,True,Independent House
3,1,1217,Porur,217020.0,1,1,2,19,Unfurnished,East,5,15,True,Villa
2,2,1274,Nungambakkam,312660.0,1,1,1,18,Semi-furnished,South,1,7,False,Independent House
3,2,844,Velachery,258300.0,3,1,0,3,Fully-furnished,North,7,10,True,Apartment
5,1,918,Anna Nagar,329440.0,3,0,0,26,Unfurnished,South,5,12,True,Villa
1,1,2318,Nungambakkam,352620.0,3,0,1,20,Semi-furnished,East,17,20,False,Apartment
3,1,1421,Mylapore,324785.0,3,1,0,26,Semi-furnished,North,18,19,False,Apartment
5,2,2014,Anna Nagar,433120.0,1,0,2,13,Fully-furnished,North,12,16,True,Villa
2,1,2833,Mylapore,410805.0,1,2,1,29,Unfurnished,East,20,20,False,Apartment
4,1,2219,Tambaram,326235.0,1,2,1,0,Fully-furnished,West,20,20,True,Apartment
2,1,1210,Tambaram,208650.0,2,1,0,28,Semi-furnished,North,10,20,False,Apartment
1,1,1742,Nungambakkam,300780.0,2,0,1,11,Fully-furnished,North,5,12,True,Apartment
2,1,2017,Porur,241020.0,3,0,2,21,Unfurnished,South,13,17,False,Apartment
2,1,2884,T Nagar,390720.0,3,1,1,1,Unfurnished,East,2,16,False,Villa
2,2,925,Anna Nagar,250000.0,1,2,1,19,Semi-furnished,North,17,20,True,Villa
2,2,2892,Nungambakkam,458280.0,2,1,0,13,Unfurnished,South,2,9,False,Independent House
1,1,2008,Mylapore,306680.0,3,2,0,27,Fully-furnished,South,19,19,True,Apartment
5,1,2620,Sholinganallur,407400.0,1,1,1,13,Fully-furnished,North,10,16,True,Apartment
3,1,1544,Adyar,335240.0,3,0,2,12,Semi-furnished,West,15,17,True,Apartment
4,2,1209,Sholinganallur,294630.0,2,1,1,27,Unfurnished,East,1,2,False,Independent House
